Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		
-57.558	1.767365	-57.117	0	-57.117	0	-57.558	93.54369	-56.381	0	-56.381	0	-56.381	1.256639	-56.381	150.0002	-57.117	0.1320064					-54.909	27.05325	-56.381	0	-56.381	0	10.06469	"System flow 1.26 {ml/min} Pre column pressure (Issued) (Processing)"	-57.117	0.01056271	-56.381	0.1173248	-56.381	0.05085697	-56.381	0.06630399	-54.909	20	
-57.554	1.780688	-57.106	0	-57.106	0	-57.554	93.54269	-56.36	0	-56.36	0	-56.36	1.256639	-56.36	150.0002	-57.106	0.1317711					-54.868	27.05034	-56.36	0	-56.36	0	10.06785	"System flow 1.26 {ml/min} Pre column pressure (Completed)"	-57.106	0.01049214	-56.36	0.117633	-56.36	0.05134013	-56.36	0.06667008	-54.867	20	
-57.55	1.770908	-57.096	0	-57.096	0	-57.55	93.54218	-56.34	0	-56.339	0	-56.34	1.256639	-56.339	150.0002	-57.096	0.1320262					-54.826	27.04687	-56.339	0	-56.339	0	10.06785	"System wash 15 {ml} Injection valve (Issued) (Processing)"	-57.096	0.01036282	-56.339	0.1185038	-56.339	0.05152673	-56.339	0.06685804	-54.826	20	
-57.546	1.80224	-57.086	0	-57.086	0	-57.546	93.54219	-56.319	0	-56.319	0	-56.319	1.256639	-56.319	150.0002	-57.086	0.1319971					-54.785	27.04427	-56.319	0	-56.319	0	10.06944	"Continue 2/20/2025 7:51:37 PM -08:00 (Issued) (System)"	-57.086	0.01043152	-56.319	0.1176529	-56.319	0.0510033	-56.319	0.06640381	-54.784	20	
-57.542	1.795817	-57.075	0	-57.075	0	-57.542	93.54294	-56.298	0	-56.298	0	-56.298	1.256639	-56.298	150.0002	-57.075	0.1318597					-54.743	27.04284	-56.298	0	-56.298	0	10.06944	"Continue 2/20/2025 7:51:37 PM -08:00 (Processing) (System)"	-57.075	0.01034028	-56.298	0.1169678	-56.298	0.05084164	-56.298	0.06616312	-54.743	20	
-57.538	1.786801	-57.065	0	-57.065	0	-57.538	93.54436	-56.277	0	-56.277	0	-56.277	1.256639	-56.277	150.0002	-57.065	0.1317552					-54.702	27.04212	-56.277	0	-56.277	0	10.06944	"Continue 2/20/2025 7:51:37 PM -08:00 (Completed) (System)"	-57.065	0.01030433	-56.277	0.1173723	-56.277	0.05109163	-56.277	0.06643458	-54.701	20	
-57.533	1.791501	-57.055	0	-57.055	0	-57.533	93.54585	-56.257	0	-56.256	0	-56.257	1.256639	-56.256	150.0002	-57.055	0.1321041					-54.66	27.04213	-56.256	0	-56.256	0	10.06944	"System wash 15 {ml} Injection valve (Completed)"	-57.055	0.01030458	-56.256	0.1178209	-56.256	0.05117828	-56.256	0.06662191	-54.66	20	
-57.529	1.771067	-57.044	0	-57.044	0	-57.529	93.54753	-56.236	0	-56.236	0	-56.236	1.256639	-56.236	150.0002	-57.044	0.1324598					-54.619	27.04263	-56.236	0	-56.236	0	10.06944	"Block Wash_1 (Issued) (Processing) (Completed)"	-57.044	0.0102523	-56.236	0.117752	-56.236	0.05115788	-56.236	0.06659308	-54.618	20	
-57.525	1.758615	-57.034	0	-57.034	0	-57.525	93.55013	-56.215	0	-56.215	0	-56.215	1.256639	-56.215	150.0002	-57.034	0.1323942					-54.577	27.04345	-56.215	0	-56.215	0	10.06944	"Base SameAsMain"	-57.034	0.01027812	-56.215	0.1177882	-56.215	0.05122435	-56.215	0.06658674	-54.577	20	
-57.521	1.769189	-57.023	0	-57.023	0	-57.521	93.55352	-56.195	0	-56.194	0	-56.195	1.256639	-56.194	150.0002	-57.023	0.1325556					-54.536	27.04433	-56.194	0	-56.194	0	17.60245	"End_Block (Issued) (Processing) (Completed)"	-57.023	0.01019285	-56.194	0.11792	-56.194	0.05128179	-56.194	0.06667164	-54.536	20	
-57.517	1.730628	-57.013	0	-57.013	0	-57.517	93.55695	-56.174	0	-56.173	0	-56.174	1.256639	-56.173	150.0002	-57.013	0.1320633					-54.494	27.04486	-56.173	0	-56.173	0	17.60245	"End Phase (Issued) (Processing) (Completed)"	-57.013	0.01018555	-56.173	0.1179743	-56.174	0.0512449	-56.174	0.06669356	-54.494	20	
-57.513	1.74111	-57.003	0	-57.003	0	-57.513	93.56052	-56.153	0	-56.153	0	-56.153	1.256639	-56.153	150.0002	-57.003	0.1323709					-54.453	27.04396	-56.153	0	-56.153	0	17.60245	"Phase Pre-equil (Issued) (Processing) (Completed)"	-57.003	0.01025744	-56.153	0.1178695	-56.153	0.05124005	-56.153	0.06664076	-54.453	20	
-57.509	1.743471	-56.992	0	-56.992	0	-57.509	93.56451	-56.132	0	-56.132	0	-56.132	1.256639	-56.132	150.0002	-56.992	0.1321173					-54.411	27.04284	-56.132	0	-56.132	0	17.60245	"Base SameAsMain"	-56.992	0.01049506	-56.132	0.1179876	-56.132	0.05134518	-56.132	0.06669535	-54.411	20	
-57.504	1.767473	-56.982	0	-56.982	0	-57.504	93.56918	-56.112	0	-56.111	0	-56.112	1.256639	-56.111	150.0002	-56.982	0.1322868					-54.37	27.04194	-56.111	0	-56.111	0	17.60245	"Inlet A A1 (Issued) (Processing)"	-56.982	0.01057591	-56.111	0.1181604	-56.111	0.05139062	-56.111	0.06675953	-54.37	20	
-57.5	1.734069	-56.972	0	-56.972	0	-57.5	93.57505	-56.091	0	-56.09	0	-56.091	1.256639	-56.091	150.0002	-56.972	0.1321427					-54.329	27.04154	-56.091	0	-56.091	0	17.60561	"Inlet A A1 (Completed)"	-56.972	0.01029428	-56.091	0.1181543	-56.091	0.0513826	-56.091	0.0667939	-54.328	20	
-57.496	1.729517	-56.961	0	-56.961	0	-57.496	93.58127	-56.07	0	-56.07	0	-56.07	1.256639	-56.07	150.0002	-56.961	0.1325267					-54.287	27.0417	-56.07	0	-56.07	0	17.60561	"Inlet B B2 (Issued) (Processing)"	-56.961	0.01035677	-56.07	0.1183226	-56.07	0.05151138	-56.07	0.06687585	-54.287	20	
-57.492	1.705364	-56.951	0	-56.951	0	-57.492	93.58678	-56.049	0	-56.049	0	-56.049	1.256639	-56.049	150.0002	-56.951	0.1321925					-54.246	27.04225	-56.049	0	-56.049	0	17.60575	"Inlet B B2 (Completed)"	-56.951	0.01052355	-56.049	0.11851	-56.049	0.0515615	-56.049	0.06690762	-54.245	20	
-57.488	1.739887	-56.941	0	-56.941	0	-57.488	93.59277	-56.029	0	-56.028	0	-56.029	1.256639	-56.028	150.0002	-56.941	0.1323731					-54.204	27.04351	-56.028	0	-56.028	0	17.60575	"Gradient 100.0 {%B} 0.00 {CV} (Issued) (Processing)"	-56.941	0.01052444	-56.028	0.1183304	-56.028	0.05145443	-56.028	0.06685498	-54.204	20	
-57.484	1.737444	-56.93	0	-56.93	0	-57.484	93.59946	-56.008	0	-56.008	0	-56.008	1.256639	-56.008	150.0002	-56.93	0.13215					-54.163	27.04506	-56.008	0	-56.008	0	17.60593	"Gradient 100.0 {%B} 0.00 {CV} (Completed)"	-56.93	0.01042692	-56.008	0.1182494	-56.008	0.05141735	-56.008	0.06683125	-54.162	20	
-57.48	1.705757	-56.92	0	-56.92	0	-57.48	93.60667	-55.987	0	-55.987	0	-55.987	1.256639	-55.987	150.0002	-56.92	0.131962					-54.121	27.04628	-55.987	0	-55.987	0	17.60593	"System flow 1.26 {ml/min} Pre column pressure (Issued) (Processing)"	-56.92	0.01045413	-55.987	0.1181938	-55.987	0.0513452	-55.987	0.06680225	-54.121	20	
-57.475	1.734507	-56.909	0	-56.909	0	-57.475	93.61418	-55.967	0	-55.966	0	-55.967	1.256639	-55.966	150.0002	-56.909	0.1317246					-54.08	27.04639	-55.966	0	-55.966	0	17.60826	"System flow 1.26 {ml/min} Pre column pressure (Completed)"	-56.909	0.01024269	-55.966	0.1180746	-55.966	0.05136278	-55.966	0.06676946	-54.079	20	
-57.471	1.711665	-56.899	0	-56.899	0	-57.471	93.62167	-55.946	0	-55.945	0	-55.946	1.256639	-55.945	150.0002	-56.899	0.1315907					-54.038	27.04514	-55.945	0	-55.945	0	17.60826	"System wash 50 {ml} Injection valve (Issued) (Processing)"	-56.899	0.01016165	-55.945	0.11853	-55.946	0.05172119	-55.946	0.06702693	-54.038	20	
-57.467	1.727799	-56.889	0	-56.889	0	-57.467	93.62923	-55.925	0	-55.925	0	-55.925	1.256639	-55.925	150.0002	-56.889	0.131129					-53.997	27.04292	-55.925	0	-55.925	0	17.60957	"Continue 2/20/2025 7:58:28 PM -08:00 (Issued) (System)"	-56.889	0.01039588	-55.925	0.119796	-55.925	0.05241513	-55.925	0.06777541	-53.996	20	
-57.463	1.727934	-56.878	0	-56.878	0	-57.463	93.63686	-55.904	0	-55.904	0	-55.904	1.256639	-55.904	150.0002	-56.878	0.1310026					-53.955	27.04057	-55.904	0	-55.904	0	17.60957	"Continue 2/20/2025 7:58:28 PM -08:00 (Processing) (System)"	-56.878	0.01041933	-55.904	0.1212675	-55.904	0.05272383	-55.904	0.06839885	-53.955	20	
-57.459	1.711303	-56.868	0	-56.868	0	-57.459	93.6444	-55.884	0	-55.883	0	-55.884	1.256639	-55.883	150.0002	-56.868	0.1312488					-53.914	27.03857	-55.883	0	-55.883	0	17.60957	"Continue 2/20/2025 7:58:29 PM -08:00 (Completed) (System)"	-56.868	0.01045049	-55.883	0.1204176	-55.883	0.05212061	-55.883	0.06800819	-53.914	20	
-57.455	1.790392	-56.858	0	-56.858	0	-57.455	93.65237	-55.863	0	-55.862	0	-55.863	1.256639	-55.863	150.0002	-56.858	0.1309681					-53.873	27.03722	-55.863	0	-55.863	0	17.60957	"System wash 50 {ml} Injection valve (Completed)"	-56.858	0.01045667	-55.863	0.1191486	-55.863	0.05156701	-55.863	0.06750315	-53.872	20	
-57.451	1.722061	-56.847	0	-56.847	0	-57.451	93.66051	-55.842	0	-55.842	0	-55.842	1.256639	-55.842	150.0002	-56.847	0.1311127					-53.831	27.03625	-55.842	0	-55.842	0	17.60957	"Block Wash_2 (Issued) (Processing) (Completed)"	-56.847	0.01038146	-55.842	0.1188153	-55.842	0.05145191	-55.842	0.06736213	-53.831	20	
-57.446	1.727569	-56.837	0	-56.837	0	-57.446	93.66821	-55.821	0	-55.821	0	-55.821	1.256639	-55.821	150.0002	-56.837	0.1310692					-53.79	27.03558	-55.821	0	-55.821	0	17.60957	"Base SameAsMain"	-56.837	0.01044153	-55.821	0.1188254	-55.821	0.05151417	-55.821	0.06733285	-53.789	20	
-57.442	1.718972	-56.827	0	-56.827	0	-57.442	93.67496	-55.801	0	-55.8	0	-55.801	1.256639	-55.8	150.0002	-56.827	0.1318835					-53.748	27.03537	-55.8	0	-55.8	0	32.68395	"End_Block (Issued) (Processing) (Completed)"	-56.827	0.01043295	-55.8	0.1188825	-55.8	0.05151835	-55.8	0.06730872	-53.748	20	
-57.438	1.694212	-56.816	0	-56.816	0	-57.438	93.68225	-55.78	0	-55.78	0	-55.78	1.256639	-55.78	150.0002	-56.816	0.1334967					-53.707	27.03589	-55.78	0	-55.78	0	32.68395	"End Phase (Issued) (Processing) (Completed)"	-56.816	0.01040345	-55.78	0.1186159	-55.78	0.05138944	-55.78	0.06718601	-53.706	20	
-57.434	1.690865	-56.806	0	-56.806	0	-57.434	93.68991	-55.759	0	-55.759	0	-55.759	1.256639	-55.759	150.0002	-56.806	0.1341369					-53.665	27.03691	-55.759	0	-55.759	0	32.68395	"Phase Equilibration (Issued) (Processing) (Completed)"	-56.806	0.0104061	-55.759	0.118461	-55.759	0.05139547	-55.759	0.06710953	-53.665	20	
-57.43	1.69338	-56.795	0	-56.795	0	-57.43	93.69674	-55.739	0	-55.738	0	-55.739	1.256639	-55.738	150.0002	-56.795	0.1339714					-53.624	27.03826	-55.738	0	-55.738	0	32.68395	"Base SameAsMain"	-56.795	0.01041833	-55.738	0.1186396	-55.738	0.05140765	-55.738	0.06719209	-53.623	20	
-57.426	1.699345	-56.785	0	-56.785	0	-57.426	93.70326	-55.718	0	-55.717	0	-55.718	1.256639	-55.717	150.0002	-56.785	0.1331077					-53.582	27.04005	-55.717	0	-55.717	0	32.68395	"Inlet A A6 (Issued) (Processing)"	-56.785	0.01048708	-55.717	0.1184531	-55.717	0.0513237	-55.717	0.06711654	-53.582	20	
-57.421	1.71863	-56.775	0	-56.775	0	-57.421	93.70947	-55.697	0	-55.697	0	-55.697	1.256639	-55.697	150.0002	-56.775	0.1323471					-53.541	27.04217	-55.697	0	-55.697	0	32.68691	"Inlet A A6 (Completed)"	-56.775	0.01049508	-55.697	0.1183509	-55.697	0.0513071	-55.697	0.06693892	-53.54	20	
-57.417	1.722477	-56.764	0	-56.764	0	-57.417	93.71544	-55.676	0	-55.676	0	-55.676	1.256639	-55.676	150.0002	-56.764	0.1315302					-53.499	27.04445	-55.676	0	-55.676	0	32.68691	"Inlet B B1 (Issued) (Processing)"	-56.764	0.01052258	-55.676	0.1178551	-55.676	0.05110176	-55.676	0.06674135	-53.499	20	
-57.413	1.693056	-56.754	0	-56.754	0	-57.413	93.7215	-55.656	0	-55.655	0	-55.656	1.256639	-55.655	150.0002	-56.754	0.1315031					-53.458	27.0464	-55.655	0	-55.655	0	32.68704	"Inlet B B1 (Completed)"	-56.754	0.01051821	-55.655	0.1178089	-55.655	0.05109233	-55.655	0.06674974	-53.457	20	
-57.409	1.674392	-56.744	0	-56.744	0	-57.409	93.72797	-55.635	0	-55.634	0	-55.635	1.256639	-55.634	150.0002	-56.744	0.1315562					-53.416	27.04753	-55.635	0	-55.634	0	32.68704	"Gradient 0.0 {%B} 0.00 {CV} (Issued) (Processing)"	-56.744	0.0104689	-55.635	0.1179603	-55.635	0.05113066	-55.635	0.06680068	-53.416	19.98024	
-57.405	1.67641	-56.733	0	-56.733	0	-57.405	93.73358	-55.614	0	-55.614	0	-55.614	1.256639	-55.614	150.0002	-56.733	0.1307231					-53.375	27.04819	-55.614	0	-55.614	0	32.68729	"Gradient 0.0 {%B} 0.00 {CV} (Completed)"	-56.733	0.01047231	-55.614	0.1178143	-55.614	0.05105371	-55.614	0.06672847	-53.375	19.91869	
-57.401	1.677034	-56.723	0	-56.723	0	-57.401	93.7384	-55.593	0	-55.593	0	-55.593	1.256639	-55.593	150.0002	-56.723	0.1310895					-53.334	27.04893	-55.593	0	-55.593	0	32.68729	"System flow 1.26 {ml/min} Pre column pressure (Issued) (Processing)"	-56.723	0.01043527	-55.593	0.1176609	-55.593	0.05102583	-55.593	0.06665936	-53.333	20	
-57.397	1.677969	-56.713	0	-56.713	0	-57.397	93.74324	-55.573	0	-55.572	0	-55.573	1.256639	-55.572	150.0002	-56.712	0.1315938					-53.292	27.04958	-55.572	0	-55.572	0	32.68964	"System flow 1.26 {ml/min} Pre column pressure (Completed)"	-56.712	0.01029781	-55.572	0.1177781	-55.572	0.05107837	-55.572	0.06666418	-53.292	20	
-57.392	1.657757	-56.702	0	-56.702	0	-57.392	93.74837	-55.552	0	-55.551	0	-55.552	1.256639	-55.552	150.0002	-56.702	0.1310791					-53.251	27.05026	-55.552	0	-55.552	0	32.68964	"System wash 15 {ml} Injection valve (Issued) (Processing)"	-56.702	0.01040203	-55.552	0.1176043	-55.552	0.05101516	-55.552	0.06660872	-53.25	20	
-57.388	1.638566	-56.692	0	-56.692	0	-57.388	93.75341	-55.531	0	-55.531	0	-55.531	1.256639	-55.531	150.0002	-56.692	0.1312527					-53.209	27.0513	-55.531	0	-55.531	0	32.69091	"Continue 2/20/2025 8:10:52 PM -08:00 (Issued) (System)"	-56.692	0.01033414	-55.531	0.117701	-55.531	0.05108132	-55.531	0.06653548	-53.209	20	
-57.384	1.671614	-56.681	0	-56.681	0	-57.384	93.75786	-55.511	0	-55.51	0	-55.511	1.256639	-55.51	150.0002	-56.681	0.1311219					-53.168	27.05242	-55.51	0	-55.51	0	32.69091	"Continue 2/20/2025 8:10:52 PM -08:00 (Processing) (System)"	-56.681	0.0104808	-55.51	0.1172757	-55.51	0.0510486	-55.51	0.06636356	-53.167	20	
-57.38	1.672965	-56.671	0	-56.671	0	-57.38	93.76189	-55.49	0	-55.489	0	-55.49	1.256639	-55.489	150.0002	-56.671	0.1312699					-53.126	27.05311	-55.489	0	-55.489	0	32.69091	"Continue 2/20/2025 8:10:52 PM -08:00 (Completed) (System)"	-56.671	0.01054438	-55.489	0.1180032	-55.489	0.0513937	-55.489	0.06660411	-53.126	20	
-57.376	1.660603	-56.661	0	-56.661	0	-57.376	93.76556	-55.469	0	-55.469	0	-55.469	1.256639	-55.469	150.0002	-56.661	0.1313394					-53.085	27.05306	-55.469	0	-55.469	0	32.69091	"System wash 15 {ml} Injection valve (Completed)"	-56.661	0.01051913	-55.469	0.1179118	-55.469	0.05124792	-55.469	0.06645691	-53.084	20	
-57.372	1.64036	-56.65	0	-56.65	0	-57.372	93.76907	-55.448	0	-55.448	0	-55.448	1.256639	-55.448	150.0002	-56.65	0.1312735					-53.043	27.05251	-55.448	0	-55.448	0	32.69091	"Watch UV parameters 0.00 {mAU} 1.00 {mAU} (Issued) (Processing) (Completed)"	-56.65	0.01039612	-55.448	0.1167445	-55.448	0.05074167	-55.448	0.06590316	-53.043	19.98937	
-57.368	1.611374	-56.64	0	-56.64	0	-57.368	93.77289	-55.428	0	-55.427	0	-55.428	1.256639	-55.427	150.0002	-56.64	0.1313998					-53.002	27.05185	-55.427	0	-55.427	0	32.69091	"Hold until UV 1 Stable signal 0.03 {min} Infinite {CV} (Issued) (Processing) (Completed)"	-56.64	0.01034795	-55.427	0.1163879	-55.427	0.05068424	-55.427	0.06582271	-53.001	19.9	
-57.363	1.611484	-56.63	0	-56.63	0	-57.363	93.77641	-55.407	0	-55.406	0	-55.407	1.256639	-55.406	150.0002	-56.63	0.1312513					-52.96	27.05106	-55.406	0	-55.406	0	32.71013	"Hold until Condition Occurred UV 1 Stable signal 0.03 {min} Infinite {CV} (Processing) (System)"	-56.63	0.01026567	-55.406	0.1172276	-55.407	0.05108107	-55.407	0.06628342	-52.96	19.9	
-57.359	1.614688	-56.619	0	-56.619	0	-57.359	93.77954	-55.386	0	-55.386	0	-55.386	1.256639	-55.386	150.0002	-56.619	0.1312379					-52.919	27.05046	-55.386	0	-55.386	0	32.71342	"Hold until Condition Occurred UV 1 Stable signal 0.03 {min} Infinite {CV} (Completed) (System)"	-56.619	0.01042155	-55.386	0.1178367	-55.386	0.0512808	-55.386	0.06652186	-52.918	19.90756	
-57.355	1.603885	-56.609	0	-56.609	0	-57.355	93.78215	-55.365	0	-55.365	0	-55.365	1.256639	-55.365	150.0002	-56.609	0.1315643					-52.877	27.0509	-55.365	0	-55.365	0	32.71342	"Auto zero UV (Issued) (Processing)"	-56.609	0.01042205	-55.365	0.1173252	-55.365	0.05099444	-55.365	0.06630538	-52.877	20	
-57.351	1.591861	-56.598	0	-56.598	0	-57.351	93.78512	-55.345	0	-55.344	0	-55.345	1.256639	-55.344	150.0002	-56.598	0.1316297					-52.836	27.05227	-55.344	0	-55.344	0	32.717	"Auto zero UV (Completed)"	-56.598	0.01059178	-55.344	0.1174555	-55.344	0.05105857	-55.344	0.06642693	-52.836	19.99444	
-57.347	1.575296	-56.588	0	-56.588	0	-57.347	93.78773	-55.324	0	-55.323	0	-55.324	1.256639	-55.324	150.0002	-56.588	0.1322057					-52.795	27.054	-55.324	0	-55.324	0	32.717	"Block Equilibrate (Issued) (Processing) (Completed)"	-56.588	0.01043944	-55.324	0.1175764	-55.324	0.05109552	-55.324	0.06648466	-52.794	19.9	
-57.343	1.576386	-56.578	0	-56.578	0	-57.343	93.79058	-55.303	0	-55.303	0	-55.303	1.256639	-55.303	150.0002	-56.578	0.1321394					-52.753	27.05562	-55.303	0	-55.303	0	32.717	"Base SameAsMain"	-56.578	0.01034268	-55.303	0.1175146	-55.303	0.05111581	-55.303	0.06641247	-52.753	19.90357	
-57.339	1.585626	-56.567	0	-56.567	0	-57.339	93.79361	-55.283	0	-55.282	0	-55.283	1.256639	-55.282	150.0002	-56.567	0.1323187					-52.712	27.05692	-55.282	0	-55.282	0	57.84322	"End_Block (Issued) (Processing) (Completed)"	-56.567	0.01034727	-55.282	0.1177397	-55.282	0.05128301	-55.282	0.06652391	-52.711	20	
-57.334	1.577422	-56.557	0	-56.557	0	-57.334	93.79655	-55.262	0	-55.261	0	-55.262	1.256639	-55.261	150.0002	-56.557	0.1317874					-52.67	27.05784	-55.261	0	-55.261	0	57.84322	"Auto zero UV (Issued) (Processing)"	-56.557	0.01052479	-55.261	0.1181677	-55.261	0.05153137	-55.261	0.06670065	-52.67	20	
-57.33	1.573808	-56.547	0	-56.547	0	-57.33	93.80031	-55.241	0	-55.241	0	-55.241	1.256639	-55.241	150.0002	-56.547	0.131708					-52.629	27.05863	-55.241	0	-55.241	0	57.8474	"Auto zero UV (Completed)"	-56.547	0.01058243	-55.241	0.118288	-55.241	0.05153193	-55.241	0.06675639	-52.628	19.99969	
-57.326	1.572603	-56.536	0	-56.536	0	-57.326	93.80413	-55.22	0	-55.22	0	-55.22	1.256639	-55.22	150.0002	-56.536	0.1311093					-52.587	27.05929	-55.22	0	-55.22	0	57.8474	"End Phase (Issued) (Processing) (Completed)"	-56.536	0.01042785	-55.22	0.1181443	-55.22	0.05149427	-55.22	0.06664113	-52.587	19.90073	
-57.322	1.567138	-56.526	0	-56.526	0	-57.322	93.80789	-55.2	0	-55.199	0	-55.2	1.256639	-55.199	150.0002	-56.526	0.1314692					-52.546	27.06005	-55.199	0	-55.199	0	57.8474	"Phase Sample Application (Issued) (Processing) (Completed)"	-56.526	0.01034405	-55.199	0.1184704	-55.199	0.05172019	-55.199	0.06681556	-52.545	19.99829	
-57.318	1.552364	-56.516	0	-56.516	0	-57.318	93.81115	-55.179	0	-55.178	0	-55.179	1.256639	-55.178	150.0002	-56.516	0.1310183					-52.504	27.06092	-55.178	0	-55.178	0	57.8474	"Base SameAsMain"	-56.516	0.0104313	-55.178	0.118454	-55.179	0.05169214	-55.179	0.0667372	-52.504	20	
-57.314	1.532844	-56.505	0	-56.505	0	-57.314	93.81435	-55.158	0	-55.158	0	-55.158	1.256639	-55.158	150.0002	-56.505	0.1312939					-52.463	27.06182	-55.158	0	-55.158	0	57.8474	"Block Prepare sample loading (Issued) (Processing) (Completed)"	-56.505	0.01024566	-55.158	0.1181993	-55.158	0.05151778	-55.158	0.06662687	-52.462	20	
-57.31	1.53394	-56.495	0	-56.495	0	-57.31	93.81753	-55.137	0	-55.137	0	-55.137	1.256639	-55.137	150.0002	-56.495	0.1309907					-52.421	27.06234	-55.137	0	-55.137	0	57.8474	"Base SameAsMain"	-56.495	0.0102665	-55.137	0.118036	-55.137	0.05148176	-55.137	0.06652701	-52.421	20	
-57.305	1.537211	-56.484	0	-56.484	0	-57.305	93.82076	-55.117	0	-55.116	0	-55.117	1.256639	-55.116	150.0002	-56.484	0.1313974					-52.38	27.06252	-55.116	0	-55.116	0	57.8474	"Set mark "DN 500" (Issued) (Processing) (Completed)"	-56.484	0.01032557	-55.116	0.1178085	-55.116	0.05130422	-55.116	0.06645485	-52.379	20	
-57.301	1.525443	-56.474	0	-56.474	0	-57.301	93.82414	-55.096	0	-55.095	0	-55.096	1.256639	-55.095	150.0002	-56.474	0.1304376					-52.338	27.06285	-55.096	0	-55.095	0	57.8474	"System flow 0.00 {ml/min} Off (Issued) (Processing)"	-56.474	0.01033486	-55.096	0.1178113	-55.096	0.05133812	-55.096	0.06648669	-52.338	20	
-57.297	1.506248	-56.464	0	-56.464	0	-57.297	93.82758	-55.075	0	-55.075	0	-55.075	1.256639	-55.075	150.0002	-56.464	0.1310952					-52.297	27.06342	-55.075	0	-55.075	0	57.85264	"System flow 0.00 {ml/min} Off (Completed)"	-56.464	0.01037737	-55.075	0.1183585	-55.075	0.05178145	-55.075	0.0667123	-52.296	20	
-57.293	1.506958	-56.453	0	-56.453	0	-57.293	93.83088	-55.055	0	-55.054	0	-55.055	1.256639	-55.054	150.0002	-56.453	0.1305449					-52.256	27.06323	-55.054	0	-55.054	0	57.85264	"Pump wash Off Off Off Buffer (Issued) (Processing)"	-56.453	0.01029011	-55.054	0.1204703	-55.054	0.05293294	-55.054	0.06804074	-52.255	20	
-57.289	1.514222	-56.443	0	-56.443	0	-57.289	93.83413	-55.034	0	-55.033	0	-55.034	1.256639	-55.033	150.0002	-56.443	0.1309662					-52.214	27.06207	-55.033	0	-55.033	0	57.85264	"The method flow is now calculated based on the sample flow. (System)"	-56.443	0.01034199	-55.033	0.1207457	-55.033	0.05277101	-55.033	0.0678912	-52.214	20	
-57.285	1.508432	-56.433	0	-56.433	0	-57.285	93.83784	-55.013	0	-55.012	0	-55.013	1.256639	-55.013	150.0002	-56.433	0.1304354					-52.173	27.06095	-55.013	0	-55.013	0	57.85264	"The method flow is now calculated based on the system flow. (System)"	-56.433	0.0104063	-55.013	0.1194605	-55.013	0.0520408	-55.013	0.06710535	-52.172	20	
-57.281	1.496312	-56.422	0	-56.422	0	-57.281	93.84106	-54.992	0	-54.992	0	-54.992	1.256639	-54.992	150.0002	-56.422	0.129966					-52.131	27.06023	-54.992	0	-54.992	0	57.85264	"Continue 2/20/2025 8:31:25 PM -08:00 (Issued) (System)"	-56.422	0.01036076	-54.992	0.1191288	-54.992	0.05206562	-54.992	0.06708256	-52.131	20	
-57.276	1.494288	-56.412	0	-56.412	0	-57.276	93.84457	-54.972	0	-54.971	0	-54.972	1.256639	-54.971	150.0002	-56.412	0.1300627					-52.09	27.05925	-54.971	0	-54.971	0	57.85264	"Continue 2/20/2025 8:31:25 PM -08:00 (Processing) (System)"	-56.412	0.01037953	-54.971	0.1186419	-54.971	0.05169759	-54.971	0.06680647	-52.089	20	
-57.272	1.496453	-56.402	0	-56.402	0	-57.272	93.84808	-54.951	0	-54.95	0	-54.951	1.256639	-54.95	150.0002	-56.402	0.1288609					-52.048	27.05838	-54.95	0	-54.95	0	57.85264	"Continue 2/20/2025 8:31:26 PM -08:00 (Completed) (System)"	-56.402	0.01042389	-54.95	0.1180226	-54.95	0.05115924	-54.95	0.06674647	-52.048	20	
-57.268	1.475659	-56.391	0	-56.391	0	-57.268	93.85104	-54.93	0	-54.93	0	-54.93	1.256639	-54.93	150.0002	-56.391	0.1302944					-52.007	27.05726	-54.93	0	-54.93	0	57.85264	"Pump wash Off Off Off Buffer (Completed)"	-56.391	0.0106767	-54.93	0.1183301	-54.93	0.0515178	-54.93	0.0669452	-52.006	20	
-57.264	1.489482	-56.381	0	-56.381	0	-57.264	93.85395	-54.909	0	-54.909	0	-54.909	1.256639	-54.909	150.0002	-56.381	0.1312223					-51.965	27.05662	-54.909	0	-54.909	0	57.85264	"End_Block (Issued) (Processing) (Completed)"	-56.381	0.01060804	-54.909	0.1183449	-54.909	0.05133685	-54.909	0.0669555	-51.965	20	
